prev_class,Extreme Fear,Fear,Neutral,Greed,Extreme Greed
Extreme Fear,81.88976377952756,17.322834645669293,0.7874015748031495,0.0,0.0
Fear,11.267605633802818,78.10499359795135,8.962868117797695,1.5364916773367476,0.12804097311139565
Neutral,0.7575757575757576,17.17171717171717,64.14141414141415,17.929292929292927,0.0
Greed,0.15822784810126583,1.89873417721519,10.601265822784809,78.79746835443038,8.544303797468354
Extreme Greed,0.0,0.6134969325153374,0.3067484662576687,15.950920245398773,83.12883435582822
