thr,alpha,gate,taken_trades,total_pnl,max_drawdown,hit_rate,profit_factor
0.41500000000000004,3.0,0.02,212296,14052845.211571112,-86591.6124336943,0.844518973508686,39.74762811666277
0.41500000000000004,3.0,0.03,204982,14052831.288758509,-86587.5389028471,0.8534554253544213,39.7486533756726
0.41500000000000004,3.0,0.05,190773,14052656.902753511,-86587.5389028471,0.8801612387497183,39.75042467211075
0.42000000000000004,0.75,0.0,222673,19675449.14331986,-192729.0039974004,0.8302353675569109,22.487697549327624
0.42000000000000004,0.75,0.005,218837,19673510.003261235,-192729.0039974004,0.8354345928704926,22.49091517159477
0.42000000000000004,0.75,0.01,215483,19669015.392890867,-192729.0039974004,0.8400616289916142,22.519488022180525
0.42000000000000004,0.75,0.02,208932,19655079.740704425,-186979.70671996847,0.8488647023912086,22.702787391868515
0.42000000000000004,0.75,0.03,201295,19629248.654894624,-186944.72440921888,0.8583571375344643,22.800905193992588
0.42000000000000004,0.75,0.05,187588,19544106.842727453,-186527.0728875026,0.8866452011855769,23.02548164798245
0.42000000000000004,1.0,0.0,222673,18560751.475388214,-167992.07870648056,0.8302353675569109,24.74190356452362
0.42000000000000004,1.0,0.005,218837,18560238.969441928,-167992.07870648056,0.8354345928704926,24.74316601307337
0.42000000000000004,1.0,0.01,215483,18558730.476798493,-167992.07870648056,0.8400616289916142,24.75619646107523
0.42000000000000004,1.0,0.02,208932,18553217.136297055,-165638.3701845929,0.8488647023912086,24.853953042492716
0.42000000000000004,1.0,0.03,201295,18541383.70280513,-165623.34734021872,0.8583571375344643,24.91169104307876
0.42000000000000004,1.0,0.05,187588,18497326.54629339,-165399.78519109637,0.8866452011855769,25.06533693584755
0.42000000000000004,1.25,0.0,222673,17664089.71949792,-149379.92536688596,0.8302353675569109,26.899014607415833
0.42000000000000004,1.25,0.005,218837,17663951.793738846,-149379.92536688596,0.8354345928704926,26.899485785783032
0.42000000000000004,1.25,0.01,215483,17663444.453134034,-149379.92536688596,0.8400616289916142,26.905213720910314
0.42000000000000004,1.25,0.02,208932,17661257.136356864,-148416.33724924177,0.8488647023912086,26.955682990805244
0.42000000000000004,1.25,0.03,201295,17655832.24113939,-148409.88665383123,0.8583571375344643,26.988611288909805
0.42000000000000004,1.25,0.05,187588,17632999.385137945,-148290.21742740273,0.8866452011855769,27.090560637816754
0.42000000000000004,1.5,0.0,222673,16917997.16602831,-134726.4061576333,0.8302353675569109,28.970461494792044
0.42000000000000004,1.5,0.005,218837,16917959.50282976,-134726.4061576333,0.8354345928704926,28.970631409942186
0.42000000000000004,1.5,0.01,215483,16917788.516788498,-134726.4061576333,0.8400616289916142,28.973079983702938
0.42000000000000004,1.5,0.02,208932,16916918.306211386,-134331.92067904025,0.8488647023912086,28.998473985076146
0.42000000000000004,1.5,0.03,201295,16914429.5737925,-134329.15125456266,0.8583571375344643,29.016775468731602
0.42000000000000004,1.5,0.05,187588,16902578.486311056,-134265.0942403935,0.8866452011855769,29.082722550746986
0.42000000000000004,2.0,0.0,222673,15723897.311472943,-112946.80006100424,0.8302353675569109,32.89015673051843
0.42000000000000004,2.0,0.005,218837,15723894.40788287,-112946.80006100424,0.8354345928704926,32.89017735684719
0.42000000000000004,2.0,0.01,215483,15723874.865152715,-112946.80006100424,0.8400616289916142,32.89059836451858
0.42000000000000004,2.0,0.02,208932,15723735.966976296,-112880.68313881755,0.8488647023912086,32.896663654992444
0.42000000000000004,2.0,0.03,201295,15723211.104354892,-112880.17288371548,0.8583571375344643,32.901988138812975
0.42000000000000004,2.0,0.05,187588,15720004.47750023,-112861.81869862415,0.8866452011855769,32.92798238651709
0.42000000000000004,3.0,0.0,222673,14008621.286275258,-85891.6792003382,0.8302353675569109,39.99835793856408
0.42000000000000004,3.0,0.005,218837,14008621.267432107,-85891.6792003382,0.8354345928704926,39.998358197395916
0.42000000000000004,3.0,0.01,215483,14008621.005812367,-85891.6792003382,0.8400616289916142,39.99836886481461
0.42000000000000004,3.0,0.02,208932,14008617.34877419,-85889.82188666612,0.8488647023912086,39.99866606928837
