thr,alpha,gate,n,total_pnl,hit_rate,pf,max_dd,score
0.65,1.0,0.05,70251,7641664.976356355,0.9404990676289305,22.540036178917735,-82672.55463024043,7579278.45428714
0.65,1.0,0.0,71492,7641884.341686688,0.935657136462821,21.99966054686359,-82802.46877088863,7578881.567407977
0.65,1.0,0.01,71256,7641733.342266355,0.9368754911867071,22.006103152968937,-82801.55228232779,7578737.282821699
0.65,1.0,0.02,70998,7641321.261040108,0.9379841685681287,22.04273598770415,-82799.46433297265,7578360.259096069
0.65,1.0,0.08,69423,7636046.351159584,0.943520159025107,22.81221448960888,-82300.7763205627,7574276.567879669
0.51,1.5,0.08,72599,7639319.667235469,0.931555531067921,20.115840922376037,-87981.4702166766,7569442.453848931
0.51,1.5,0.05,73100,7638608.717917633,0.9292749658002736,19.874045599877675,-90292.17768339161,7566203.181274132
0.51,1.5,0.01,73805,7638180.752682209,0.9260890183591898,19.829632324857556,-90295.14007496834,7565732.281699613
0.51,1.5,0.0,73994,7638154.164722268,0.9253047544395492,19.82749604274498,-90295.14007496834,7565703.77108577
0.51,1.5,0.02,73607,7638107.3894599555,0.9271808387789204,19.831715544775772,-90295.14007496834,7565660.793375285
0.51,1.5,0.03,73462,7638026.996855365,0.9278538564155618,19.833881805506987,-90292.17768339161,7565585.31279693
0.52,1.5,0.08,72439,7618690.336136846,0.9320531757754801,20.485486240968385,-84468.82873702608,7552658.445016691
0.52,1.5,0.05,72955,7617962.996167567,0.9300116510177506,20.23229053801896,-87742.298059755,7548429.759592028
0.66,1.0,0.03,70503,7608779.572708809,0.9398039799724834,22.67429260732209,-82342.01716153137,7546844.418893867
0.66,1.0,0.02,70743,7608798.176450586,0.9391035155421738,22.587188034024994,-82342.01716153137,7546784.628519677
0.52,1.5,0.03,73280,7616199.737622141,0.9285480349344978,20.130210628278277,-88951.97235479485,7545364.954832797
0.52,1.5,0.0,73805,7616090.533725049,0.9260890183591898,20.118153990009493,-88953.56378197484,7545243.308534083
0.52,1.5,0.01,73607,7616070.331539631,0.9271808387789204,20.118596573952566,-88953.56378197484,7545223.504674213
0.52,1.5,0.02,73462,7616037.380356006,0.9278538564155618,20.119719424442394,-88951.97235479485,7545193.1554832095
0.66,1.0,0.0,71256,7606318.710712042,0.9368754911867071,22.379398557098956,-82342.40498498548,7544117.764428445
0.66,1.0,0.01,70998,7606218.66999364,0.9379841685681287,22.392594579077265,-82342.01716153137,7544029.987953278
0.66,1.0,0.05,69995,7603816.152193951,0.9413672405171798,22.811266916088815,-81931.82247699145,7542414.46994144
0.38,2.0,0.01,76096,7615767.177136259,0.9166973296888141,18.84657517357541,-95404.84371200856,7537324.251080468
0.38,2.0,0.0,76243,7615767.031800342,0.9160447516493317,18.8465612757239,-95404.84371200856,7537324.093236485
0.38,2.0,0.02,75938,7615765.6204499155,0.9176433406199794,18.846764886676382,-95404.84371200856,7537322.865135916
0.38,2.0,0.03,75751,7615725.578896809,0.9182849071299389,18.84727094741172,-95404.84371200856,7537283.279037471
0.38,2.0,0.05,75397,7615692.741393481,0.9201294481212781,18.85176110959301,-95400.13486706093,7537259.191525054
0.38,2.0,0.08,74886,7614745.87006572,0.9221616857623588,18.869517594972173,-95400.13486706093,7536328.301034134
0.53,1.5,0.08,72268,7594779.24452348,0.9327364808767366,20.72882869080935,-84053.18370039761,7529382.006644811
0.53,1.5,0.05,72792,7594697.835896925,0.9307753599296626,20.5457425398303,-86283.93125457689,7526905.072928196
0.53,1.5,0.03,73100,7593334.113798564,0.9292749658002736,20.43274752053116,-87629.3536534179,7524094.2329136245
0.53,1.5,0.02,73280,7593197.078334703,0.9285480349344978,20.42175276352683,-87629.3536534179,7523947.30216846
0.53,1.5,0.0,73607,7593125.771954252,0.9271808387789204,20.41643599234306,-87629.85816897359,7523870.706178388
0.53,1.5,0.01,73462,7593123.537033704,0.9278538564155618,20.416723170394047,-87629.3536534179,7523869.234233641
0.39,2.0,0.05,75215,7598425.6614868995,0.9210795718939041,19.06467024442243,-94419.09711450618,7521164.767592373
0.39,2.0,0.0,76096,7598403.539059155,0.9166973296888141,19.0557193936019,-94421.44179404527,7521132.244719351
0.39,2.0,0.01,75938,7598403.011818719,0.9176433406199794,19.055752050170288,-94421.44179404527,7521131.746869827
0.39,2.0,0.02,75751,7598385.19284538,0.9182849071299389,19.055947345376964,-94421.44179404527,7521114.103662174
0.39,2.0,0.03,75552,7598378.559692748,0.9193138500635324,19.05703979953902,-94419.09711450618,7521110.798397827
0.39,2.0,0.08,74719,7597918.856688533,0.922763955620391,19.089720111221517,-94374.29420679528,7520725.310581837
0.66,1.0,0.08,69147,7581226.764202613,0.9442058223784112,23.10643142128715,-81931.82247699145,7520090.73000478
0.6699999999999999,1.0,0.01,70743,7570183.504793878,0.9391035155421738,22.87155750200524,-81856.84591909312,7508911.06062659
0.6699999999999999,1.0,0.02,70503,7570113.620770167,0.9398039799724834,22.92471126131532,-81856.84591909312,7508889.014986257
0.6699999999999999,1.0,0.0,70998,7568988.649186782,0.9379841685681287,22.780333658507374,-81856.84591909312,7507634.103560345
0.6699999999999999,1.0,0.03,70251,7567788.455284679,0.9404990676289305,22.979875106679046,-81779.91627449915,7506690.426606191
0.54,1.5,0.08,72079,7570678.098780159,0.9335590116400061,21.007396788722467,-83625.95157297514,7505958.804317034
0.6699999999999999,1.0,0.05,69700,7565336.597646185,0.9425681492109039,23.163437380302383,-81540.50779441651,7504643.183494041
0.4,2.0,0.05,75035,7580579.854114625,0.9217565136269741,19.2789267602062,-93434.41666966025,7504496.47152915
0.4,2.0,0.0,75938,7580563.841527985,0.9176433406199794,19.270169955511935,-93435.17564206012,7504471.818845886
0.4,2.0,0.01,75751,7580559.642003875,0.9182849071299389,19.270195146250472,-93435.17564206012,7504467.641993441
0.4,2.0,0.02,75552,7580556.34275605,0.9193138500635324,19.270597253232737,-93434.41666966025,7504465.463614299
0.4,2.0,0.03,75397,7580548.703553697,0.9201294481212781,19.271446176764123,-93434.41666966025,7504458.588443125
0.4,2.0,0.08,74537,7580169.861318148,0.9235413284677408,19.304513288404124,-93399.18846001849,7504144.734817693
0.54,1.5,0.03,72955,7570014.1110749,0.9300116510177506,20.772289610398992,-85748.31889460515,7502960.852829654
0.54,1.5,0.05,72599,7569328.868511679,0.931555531067921,20.840683619081226,-85429.94279282074,7502655.540976031
0.54,1.5,0.02,73100,7569286.4973447975,0.9292749658002736,20.729731418201624,-86337.42247312143,7501605.833148058
0.54,1.5,0.01,73280,7569221.938580984,0.9285480349344978,20.724339222006254,-86337.42247312143,7501536.421407669
0.54,1.5,0.0,73462,7569210.079806162,0.9278538564155618,20.723387163456096,-86337.42247312143,7501523.705780151
0.41000000000000003,2.0,0.03,75215,7562248.266508813,0.9210795718939041,19.492444347791416,-92447.41090837866,7487344.055513446
0.41000000000000003,2.0,0.0,75751,7562229.05808337,0.9182849071299389,19.48986299124781,-92447.44654302299,7487322.48823247
0.41000000000000003,2.0,0.01,75552,7562228.3569941735,0.9193138500635324,19.48991238190953,-92447.41090837866,7487321.867229514
0.41000000000000003,2.0,0.02,75397,7562225.2901214175,0.9201294481212781,19.49024318558738,-92447.41090837866,7487319.098080068
0.41000000000000003,2.0,0.08,74318,7561831.189036747,0.9241637288409268,19.516755266231893,-92420.87322871108,7486975.395547645
0.41000000000000003,2.0,0.05,74886,7561865.889097908,0.9221616857623588,19.495960714571837,-92447.41090837866,7486964.842832644
0.55,1.5,0.05,72439,7545038.864480703,0.9320531757754801,21.1862209206425,-83187.00349991303,7480919.4598093685
0.6699999999999999,1.0,0.08,68840,7539721.363337124,0.9452789076118536,23.43856653911343,-80587.6974229319,7480228.375799394
0.55,1.5,0.08,71884,7544067.867297152,0.9343247454231818,21.255618995159686,-83187.00349991303,7480010.920892883
0.55,1.5,0.03,72792,7544690.046368512,0.9307753599296626,21.08250996771315,-84579.2249663407,7479085.080373113
0.55,1.5,0.02,72955,7544593.698893895,0.9300116510177506,21.06041413422006,-84770.84948399663,7478777.222130697
0.55,1.5,0.01,73100,7544208.479535605,0.9292749658002736,21.037209752424804,-85095.16563611478,7478046.802676672
0.55,1.5,0.0,73280,7544197.357589411,0.9285480349344978,21.036148714054967,-85095.16563611478,7478034.725795945
0.42,2.0,0.02,75215,7543383.190320445,0.9210795718939041,19.71576885425145,-91459.59347411525,7469667.788815157
0.42,2.0,0.03,75035,7543379.261311663,0.9217565136269741,19.716955314616726,-91459.59347411525,7469664.927620703
0.42,2.0,0.0,75552,7543373.617996881,0.9193138500635324,19.714818651048816,-91459.59347411525,7469657.36130871
0.42,2.0,0.01,75397,7543373.046022386,0.9201294481212781,19.714867573228783,-91459.59347411525,7469656.833364177
0.42,2.0,0.05,74719,7543266.511880838,0.922763955620391,19.725400537518247,-91440.75282481872,7469578.619539786
0.42,2.0,0.08,74189,7542676.425588041,0.9245979862243728,19.7347542199494,-91440.75282481872,7468996.951561176
0.6799999999999999,1.0,0.0,70743,7529155.416158624,0.9391035155421738,23.18535686045336,-81341.35147400387,7468680.885859028
0.6799999999999999,1.0,0.01,70503,7529031.046835358,0.9398039799724834,23.20012269941549,-81341.35147400387,7468569.805790829
0.6799999999999999,1.0,0.02,70251,7527387.232823607,0.9404990676289305,23.23190715042705,-81291.75467370264,7467004.194585288
0.6799999999999999,1.0,0.03,69995,7526172.708075199,0.9413672405171798,23.268981248398024,-81124.73594417982,7465990.055254578
0.6799999999999999,1.0,0.05,69423,7524069.052324888,0.943520159025107,23.39723799734222,-81124.73594417982,7464001.830578317
0.56,1.5,0.05,72268,7518336.612246521,0.9327364808767366,21.45754195089522,-82736.30270789005,7454912.097294437
0.56,1.5,0.08,71681,7518102.144712298,0.9350455490297289,21.557622668294048,-82623.51449348684,7454880.490620276
0.56,1.5,0.02,72792,7518169.094595021,0.9307753599296626,21.369913193699183,-83737.66880799271,7453664.347661357
0.56,1.5,0.01,72955,7518131.262569839,0.9300116510177506,21.359801689473972,-83822.23673654534,7453532.847353821
0.56,1.5,0.03,72599,7517803.598175688,0.931555531067921,21.38613929269657,-83737.56505036447,7453313.55848875
0.56,1.5,0.0,73100,7518013.110663613,0.9292749658002736,21.35252003425084,-83933.16101032495,7453297.217684114
0.43,2.0,0.01,75215,7523971.787215915,0.9210795718939041,19.945265006229775,-90472.7009034697,7451449.824818051
0.43,2.0,0.02,75035,7523969.854976496,0.9217565136269741,19.945700831798696,-90472.7009034697,7451448.284821644
0.43,2.0,0.0,75397,7523969.654820953,0.9201294481212781,19.945110659446375,-90472.7009034697,7451447.553510984
0.43,2.0,0.05,74537,7523904.626470545,0.9235413284677408,19.955140860376535,-90460.44223968405,7451403.8110052
0.43,2.0,0.03,74886,7523863.364034485,0.9221616857623588,19.94623646545911,-90472.7009034697,7451342.275949929
0.43,2.0,0.08,73994,7523277.047892905,0.9253047544395492,19.9634987651148,-90460.30945049413,7450783.8873310145
0.6799999999999999,1.0,0.08,68543,7498124.694669483,0.9462235385086734,23.994084681693902,-79233.56182186585,7440485.809061142
0.44,2.0,0.08,73805,7503972.7984019695,0.9260890183591898,20.22713381685631,-89481.6932888031,7432695.525548337
0.44,2.0,0.03,74719,7503995.536315408,0.922763955620391,20.18360725245241,-89481.79614517558,7432678.986697439
0.44,2.0,0.0,75215,7503991.093430092,0.9210795718939041,20.180738433376476,-89488.7231305521,7432665.034889579
0.44,2.0,0.01,75035,7503990.745647015,0.9217565136269741,20.180790507118335,-89488.7231305521,7432664.73397287
0.44,2.0,0.02,74886,7503960.201053315,0.9221616857623588,20.181043593637302,-89488.7231305521,7432634.417157036
0.44,2.0,0.05,74318,7503919.203940684,0.9241637288409268,20.187226810221546,-89481.79614517558,7432605.911924708
0.5700000000000001,1.5,0.08,71492,7493549.119916861,0.935657136462821,22.03550121294403,-81670.6096987892,7431710.461309722
0.5700000000000001,1.5,0.05,72079,7490912.8482439825,0.9335590116400061,21.75288788360291,-82273.94237773772,7428216.504961488
0.5700000000000001,1.5,0.03,72439,7490831.4525070265,0.9320531757754801,21.716961309412838,-82273.94237773772,7428102.775307761
0.5700000000000001,1.5,0.01,72792,7490560.599738127,0.9307753599296626,21.669592530723015,-82915.11286161747,7427148.12015416
0.5700000000000001,1.5,0.0,72955,7490559.990970996,0.9300116510177506,21.66823611376919,-82925.12491375487,7427136.2785596335
0.5700000000000001,1.5,0.02,72599,7490391.8748384565,0.931555531067921,21.67821271106128,-82915.06649480574,7426987.1997836055
0.69,1.0,0.0,70503,7485297.984259598,0.9398039799724834,23.50446500996494,-80792.59932277817,7425659.403445789
0.69,1.0,0.01,70251,7484379.479881175,0.9404990676289305,23.509728895889474,-80772.09877608065,7424766.137111395
0.69,1.0,0.02,69995,7483594.045171367,0.9413672405171798,23.532450942936915,-80682.14010360558,7424091.110916405
0.69,1.0,0.03,69700,7483084.571910197,0.9425681492109039,23.61502918157398,-80682.14010360558,7423655.958070008
0.45,2.0,0.02,74719,7483430.304321874,0.922763955620391,20.42300299524993,-88506.94219051022,7413304.064827088
0.45,2.0,0.03,74537,7483420.961276728,0.9235413284677408,20.424378804872955,-88506.94219051022,7413295.960010603
0.45,2.0,0.01,74886,7483417.770301608,0.9221616857623588,20.42205916382718,-88509.93849686999,7413287.6850521825
0.45,2.0,0.0,75035,7483417.716906991,0.9217565136269741,20.4220017715299,-88509.93849686999,7413287.580004497
0.45,2.0,0.08,73607,7483227.773919465,0.9271808387789204,20.464879900144734,-88506.86632699054,7413139.299502605
0.45,2.0,0.05,74189,7483204.191241602,0.9245979862243728,20.425768394880677,-88506.94219051022,7413080.440606485
0.69,1.0,0.05,69147,7469038.179220576,0.9442058223784112,23.714990576829543,-80682.14010360558,7409699.530636117
0.5800000000000001,1.5,0.08,71256,7463585.640485767,0.9368754911867071,22.31342925176957,-81119.56685807928,7402548.159954281
0.69,1.0,0.08,68216,7457376.139557295,0.9472557757710801,24.37567386092961,-78996.10714450665,7400318.138887624
0.5800000000000001,1.5,0.02,72439,7462006.718355276,0.9320531757754801,22.002930650736012,-81800.20045169722,7400009.155489241
0.5800000000000001,1.5,0.03,72268,7461946.522074504,0.9327364808767366,22.009507723908516,-81800.20045169722,7399954.878574324
0.5800000000000001,1.5,0.05,71884,7461532.084574835,0.9343247454231818,22.035770113257843,-81800.20045169722,7399564.07722507
0.5800000000000001,1.5,0.0,72792,7461812.735204016,0.9307753599296626,21.980185374151528,-82126.49531418737,7399468.406726565
0.5800000000000001,1.5,0.01,72599,7461780.389694122,0.931555531067921,21.98259409286,-82126.48933256231,7399438.235045133
0.46,2.0,0.01,74719,7462206.435670532,0.922763955620391,20.669064823003392,-87538.31930102594,7393270.274710209
0.46,2.0,0.0,74886,7462205.337354445,0.9221616857623588,20.668966978703047,-87538.95400624909,7393268.453629029
0.46,2.0,0.02,74537,7462202.778771622,0.9235413284677408,20.66956603676643,-87538.31930102594,7393267.068903686
0.46,2.0,0.03,74318,7462181.918403316,0.9241637288409268,20.66991583457108,-87538.31930102594,7393246.523353404
0.46,2.0,0.05,73994,7461989.21555201,0.9253047544395492,20.672843308398555,-87538.26709911507,7393056.507430453
0.46,2.0,0.08,73462,7461930.53885087,0.9278538564155618,20.704364206177413,-87533.78672448266,7393030.679911947
0.7,1.0,0.0,70251,7438504.543409247,0.9404990676289305,23.81751227073562,-80217.79915195052,7379722.505300959
0.7,1.0,0.01,69995,7438176.804740612,0.9413672405171798,23.823895871191855,-80210.03787365928,7379408.273151026
0.7,1.0,0.02,69700,7437845.9577554045,0.9425681492109039,23.875781778191538,-80210.03787365928,7379124.123482117
0.7,1.0,0.03,69423,7436975.597675681,0.943520159025107,23.8874670205485,-80210.03787365928,7378264.280120515
0.47,2.0,0.08,73280,7440398.593564159,0.9285480349344978,20.967082915485513,-86575.14985357411,7372693.818334522
0.47,2.0,0.05,73805,7440359.665383787,0.9260890183591898,20.938657784470134,-86578.68950492237,7372625.767884888
0.47,2.0,0.0,74719,7440292.591459568,0.922763955620391,20.921507595137243,-86578.72181480378,7372543.226480387
0.47,2.0,0.01,74537,7440292.16891119,0.9235413284677408,20.921563653248597,-86578.72181480378,7372542.85438431
0.47,2.0,0.02,74318,7440283.625334542,0.9241637288409268,20.92169351065826,-86578.72181480378,7372534.427679331
0.47,2.0,0.03,74189,7440222.022500814,0.9245979862243728,20.92196202313621,-86578.72181480378,7372473.066506833
0.59,1.5,0.08,70998,7432419.075763965,0.9379841685681287,22.626975667567322,-80758.73125981446,7372024.6226049615
0.59,1.5,0.03,72079,7431987.935251539,0.9335590116400061,22.31848613079449,-81315.62203853391,7370758.95073072
0.59,1.5,0.01,72439,7431939.357188996,0.9320531757754801,22.30284772492687,-81315.62203853391,7370696.298102897
0.59,1.5,0.05,71681,7431834.193378541,0.9350455490297289,22.3555144603413,-81260.65853115078,7370693.497861697
0.59,1.5,0.02,72268,7431914.905215632,0.9327364808767366,22.306576559715765,-81315.62203853391,7370675.202080842
0.59,1.5,0.0,72599,7431879.273396127,0.931555531067921,22.297481310063034,-81399.24774223007,7370547.758832954
0.7,1.0,0.05,68840,7422425.483245036,0.9452789076118536,24.06337537915095,-79569.45645742677,7364513.064628845
0.48,2.0,0.08,73100,7418001.703265342,0.9292749658002736,21.233922274028533,-85628.65382766444,7351483.5794843035
0.48,2.0,0.0,74537,7417655.549771648,0.9235413284677408,21.18004112431082,-85631.35044906288,7351086.2363344645
0.48,2.0,0.01,74318,7417654.01968582,0.9241637288409268,21.180055945948702,-85631.35044906288,7351084.719588111
0.48,2.0,0.05,73607,7417628.418560619,0.9271808387789204,21.19439402375291,-85631.33376999479,7351072.039412001
0.48,2.0,0.02,74189,7417629.663756803,0.9245979862243728,21.180164027302517,-85631.35044906288,7351060.460932312
0.48,2.0,0.03,73994,7417604.227569871,0.9253047544395492,21.181030899086217,-85631.33376999479,7351035.821609054
0.7,1.0,0.08,67861,7402695.264253942,0.9482766242760938,24.69018930301879,-78742.82215532474,7346173.612471335
0.6,1.5,0.08,70743,7405069.464733605,0.9391035155421738,23.215895513121712,-80389.42933723703,7345574.341358177
0.6,1.5,0.05,71492,7402094.60160019,0.935657136462821,22.77839745521118,-80507.6351915393,7342087.524118341
0.6,1.5,0.02,72079,7400581.229225794,0.9335590116400061,22.623094636882456,-80821.1504267836,7340120.863972205
0.6,1.5,0.01,72268,7400552.169763136,0.9327364808767366,22.617543881137767,-80821.1504267836,7340086.8088293765
0.6,1.5,0.0,72439,7400552.509931375,0.9320531757754801,22.616235233092493,-80821.1504267836,7340085.9712143745
0.6,1.5,0.03,71884,7400356.155013729,0.9343247454231818,22.62669603708345,-80821.1504267836,7339899.03102032
0.71,1.0,0.0,69995,7389627.340831874,0.9413672405171798,24.14802146356136,-79705.37686923053,7331655.183279849
0.71,1.0,0.01,69700,7389487.439176142,0.9425681492109039,24.164911116162926,-79705.37686923053,7331530.482311458
0.49,2.0,0.08,72955,7395679.484825676,0.9300116510177506,21.55739591787016,-83808.8005056493,7331272.3406461105
0.71,1.0,0.02,69423,7388924.036489911,0.943520159025107,24.17241754166263,-79705.37686923053,7330973.835408177
0.49,2.0,0.03,73805,7394305.941971105,0.9260890183591898,21.450308257389946,-84699.86541531608,7328911.35398744
0.49,2.0,0.0,74318,7394256.7362788385,0.9241637288409268,21.44453716534103,-84699.87127690949,7328856.948450736
0.49,2.0,0.01,74189,7394252.928061554,0.9245979862243728,21.444553854330252,-84699.87127690949,7328853.155253542
0.49,2.0,0.02,73994,7394243.817608312,0.9253047544395492,21.444890813604935,-84699.86541531608,7328844.35392524
0.49,2.0,0.05,73462,7394188.379833486,0.9278538564155618,21.454360199373824,-84697.95237313863,7328799.351639784
0.71,1.0,0.03,69147,7381350.549579444,0.9442058223784112,24.228318933799056,-79705.37686923053,7323450.659750633
0.71,1.0,0.05,68543,7374688.404900223,0.9462235385086734,24.57623720632382,-78472.06923585013,7318334.949150064
0.61,1.5,0.08,70503,7371556.018542872,0.9398039799724834,23.543778708163867,-80005.86615522113,7312739.5532249985
0.61,1.5,0.05,71256,7368519.958668329,0.9368754911867071,23.078535884019377,-80008.79907073826,7309281.841893208
0.5,2.0,0.08,72792,7371349.892138789,0.9307753599296626,21.845332047599843,-82728.71250091866,7308281.978480711
0.61,1.5,0.03,71681,7367775.221450637,0.9350455490297289,22.95929750798985,-80296.69127390254,7308141.8979339255
0.61,1.5,0.01,72079,7367768.120715011,0.9335590116400061,22.942035175875628,-80318.3544194242,7308097.597953875
0.61,1.5,0.0,72268,7367767.506980816,0.9327364808767366,22.94119421183532,-80318.3544194242,7308096.227352044
0.61,1.5,0.02,71884,7367670.407821495,0.9343247454231818,22.943937149296218,-80318.35441942513,7308001.596836437
0.5,2.0,0.05,73280,7370118.679206512,0.9285480349344978,21.727865320547235,-83787.23138250783,7305886.526612497
0.5,2.0,0.02,73805,7370073.1992859915,0.9260890183591898,21.716677208583462,-83788.48364513181,7305829.725128585
0.5,2.0,0.0,74189,7370050.970589562,0.9245979862243728,21.714489587989437,-83788.48412347957,7305805.527095273
0.5,2.0,0.01,73994,7370049.98949998,0.9253047544395492,21.714532702422222,-83788.48364513181,7305804.585287028
0.5,2.0,0.03,73607,7370040.001525074,0.9271808387789204,21.71792006687883,-83788.48364513181,7305797.645940133
0.71,1.0,0.08,67508,7347134.6282277685,0.949280085323221,24.926519388272933,-78472.06923585013,7291096.426441364
0.51,2.0,0.08,72599,7345286.855124332,0.931555531067921,22.116795884937527,-82089.71518352535,7283102.256237251
0.51,2.0,0.05,73100,7345114.8640123475,0.9292749658002736,22.005359131199345,-82901.28819292597,7282018.399037501
0.51,2.0,0.01,73805,7344980.668524478,0.9260890183591898,21.989436968811376,-82902.00084000267,7281869.160956405
0.51,2.0,0.0,73994,7344978.027405711,0.9253047544395492,21.9891363994413,-82902.00084000267,7281866.249325206
0.51,2.0,0.02,73607,7344966.916408247,0.9271808387789204,21.989916552852662,-82902.00084000267,7281855.840465812
0.51,2.0,0.03,73462,7344949.95455315,0.9278538564155618,21.990569680762704,-82901.28819292597,7281840.17907291
0.72,1.0,0.0,69700,7337674.740698362,0.9425681492109039,24.487315956328988,-79164.66865020711,7280548.656408851
0.72,1.0,0.01,69423,7337440.22093373,0.943520159025107,24.490009813602942,-79164.66865020711,7280316.561115765
0.62,1.5,0.08,70251,7334060.5787098585,0.9404990676289305,23.829477508926058,-79521.18510949332,7275985.9233583985
0.72,1.0,0.02,69147,7332809.18317096,0.9442058223784112,24.528123294025697,-79164.66865020711,7275719.825485377
0.62,1.5,0.03,71492,7334234.097400337,0.935657136462821,23.34469647830876,-79667.28838045709,7275577.035850358
0.62,1.5,0.05,70998,7333534.335469404,0.9379841685681287,23.40372933149799,-79607.4418156175,7274990.2500521345
0.62,1.5,0.02,71681,7333508.298841419,0.9350455490297289,23.282631896130653,-79801.3909299532,7274661.276617983
0.62,1.5,0.0,72079,7333463.145613419,0.9335590116400061,23.274155484044904,-79809.89009623602,7274599.995452823
0.62,1.5,0.01,71884,7333453.221636601,0.9343247454231818,23.27469173043174,-79809.89009623602,7274590.554097753
0.72,1.0,0.03,68840,7330264.434601253,0.9452789076118536,24.594333258207403,-78769.40998452902,7273629.92454911
0.72,1.0,0.05,68216,7326183.431720468,0.9472557757710801,24.956927561091742,-78181.97682213318,7270462.689703317
0.52,2.0,0.08,72439,7319873.449142117,0.9320531757754801,22.432308651383487,-80392.12121441774,7259670.405713945
0.52,2.0,0.05,72955,7319557.2124944385,0.9300116510177506,22.311274097405782,-81658.48039353266,7257978.878788571
0.52,2.0,0.03,73280,7319011.26584932,0.9285480349344978,22.271209561585753,-82045.62396153342,7257009.730493214
0.52,2.0,0.0,73805,7318982.862762032,0.9260890183591898,22.267841229599636,-82045.93518111669,7256977.984687555
0.52,2.0,0.01,73607,7318980.288090482,0.9271808387789204,22.267910922975258,-82045.93518111669,7256975.472740043
0.52,2.0,0.02,73462,7318975.098914379,0.9278538564155618,22.268179287482184,-82045.62396153342,7256970.83631158
0.63,1.5,0.05,70743,7299768.473375348,0.9391035155421738,23.894089153622932,-79193.5857487861,7242079.567864823
0.63,1.5,0.02,71492,7297969.783982333,0.935657136462821,23.650259285348707,-79227.87461330462,7240027.142725842
0.63,1.5,0.03,71256,7297792.7827937715,0.9368754911867071,23.661683158249872,-79195.12349438667,7239893.174141809
0.63,1.5,0.01,71681,7297603.71243074,0.9350455490297289,23.618460303007737,-79300.73507125117,7239559.591632196
0.63,1.5,0.0,71884,7297587.877629323,0.9343247454231818,23.616438567157182,-79300.9541359609,7239541.7182038035
0.63,1.5,0.08,69995,7296357.684165411,0.9413672405171798,24.090206177639054,-78906.34342900012,7239132.526296286
0.53,2.0,0.08,72268,7292533.767188642,0.9327364808767366,22.683843093316337,-79992.64679496083,7232956.579177666
0.53,2.0,0.05,72792,7292464.027243225,0.9307753599296626,22.59735946150399,-80831.7204318652,7231969.930326713
0.53,2.0,0.03,73100,7292074.140818549,0.9292749658002736,22.555370961276065,-81226.55157299619,7231147.423110701
0.53,2.0,0.02,73280,7292042.894331537,0.9285480349344978,22.552147503512504,-81226.55157299619,7231113.2755117025
0.53,2.0,0.0,73607,7292030.355910135,0.9271808387789204,22.550969786362984,-81226.61884752102,7231099.609870341
0.53,2.0,0.01,73462,7292030.172603602,0.9278538564155618,22.551013869922087,-81226.55157299619,7231099.533513535
0.73,1.0,0.0,69423,7282142.7894104235,0.943520159025107,24.84619338762363,-78583.90797050763,7225920.455488777
0.73,1.0,0.01,69147,7280672.159991478,0.9442058223784112,24.86351566472276,-78583.90797050763,7224465.416119221
0.73,1.0,0.02,68840,7279063.852021374,0.9452789076118536,24.90611015539224,-78324.93972180504,7223154.411439422
0.73,1.0,0.03,68543,7277158.496934388,0.9462235385086734,25.07240190776366,-77870.39608146902,7221853.262569906
0.73,1.0,0.05,67861,7266862.8467463795,0.9482766242760938,25.293537413641648,-77870.39608146902,7211756.634337188
0.72,1.0,0.08,67101,7261945.287532434,0.9505223469098821,25.15115346457734,-78181.97682213318,7206399.34882842
0.54,2.0,0.08,72079,7264519.1564115705,0.9335590116400061,22.955353417157866,-79585.37027679943,7205593.604210213
0.54,2.0,0.03,72955,7264252.931008337,0.9300116510177506,22.85251677749063,-80302.98795394879,7204517.20815413
0.64,1.5,0.05,70503,7261423.123171516,0.9398039799724834,24.21187895648485,-78763.78779539,7204450.026436962
0.54,2.0,0.05,72599,7264032.625333687,0.931555531067921,22.87801641092402,-80217.59736589063,7204405.2427376285
0.54,2.0,0.02,73100,7264073.597048663,0.9292749658002736,22.83922656981721,-80451.32202425878,7204177.578937239
0.54,2.0,0.01,73280,7264062.222360146,0.9285480349344978,22.83799518716404,-80451.32202425878,7204165.096004335
0.54,2.0,0.0,73462,7264060.922036857,0.9278538564155618,22.837856808201526,-80451.32202425878,7204163.67113998
0.64,1.5,0.01,71492,7260016.585037065,0.935657136462821,23.97021130875241,-78776.88202841114,7202812.893186531
0.64,1.5,0.02,71256,7259929.363504438,0.9368754911867071,23.97578582958134,-78764.70505812764,7202742.865692933
0.64,1.5,0.0,71681,7259927.530802747,0.9350455490297289,23.962653396642903,-78800.377933776,7202693.54092595
0.64,1.5,0.03,70998,7259751.468864959,0.9379841685681287,23.995623466566425,-78763.78779539,7202583.742189478
0.64,1.5,0.08,69700,7257971.96337026,0.9425681492109039,24.417141709323513,-78526.45789958443,7201420.933009067
0.55,2.0,0.05,72439,7235252.471297216,0.9320531757754801,23.180719019363117,-79170.42344935052,7176944.694965292
0.55,2.0,0.08,71884,7234864.631636854,0.9343247454231818,23.21388462935626,-79170.42344935052,7176586.704353925
0.55,2.0,0.03,72792,7235111.736893285,0.9307753599296626,23.139754210078348,-79617.94328669738,7176319.572395658
0.55,2.0,0.02,72955,7235090.969898116,0.9300116510177506,23.133394537682573,-79661.34306930099,7176249.6819127295
